"","PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported"
"1252","1325_02","Earth","False","E/97/S","TRAPPIST-1e",24,"False",70,160,340,0,336,"Wilmay Barbes","False"
"2775","2993_01","Earth","False","F/571/S","TRAPPIST-1e",24,"False",1252,6,NA,123,706,"Nelly Gordanieves","False"
"4298","4577_01","Mars","","F/858/S","TRAPPIST-1e",17,"False",250,0,2179,0,0,"Oss Kha","True"
"1029","1094_01","Earth","False","F/224/P","TRAPPIST-1e",60,"",437,2,0,0,365,"Carona Webstenson","False"
"631","0657_02","Earth","False","G/97/S","TRAPPIST-1e",38,"False",0,8,736,140,0,"Glenna Cardner","False"
"6901","7309_01","Mars","False","F/1513/P","TRAPPIST-1e",14,"False",738,5,297,0,0,"Bases Kinad","False"
"3282","3523_01","","True","F/664/S","TRAPPIST-1e",21,"False",0,0,0,0,0,"Frohs Tité","True"
"7103","7569_01","Mars","False","E/493/P","TRAPPIST-1e",18,"False",3591,0,158,0,120,"Gamuls Sune","False"
"7821","8344_01","Mars","True","D/247/S","TRAPPIST-1e",29,"False",0,0,NA,0,0,"Donch Pare","True"
"2608","2790_05","Europa","False","B/86/P","55 Cancri e",43,"False",0,9923,660,10,266,"Zaninon Simous","True"
"888","0952_01","Mars","False","F/175/S","TRAPPIST-1e",45,"False",877,0,1383,0,0,"Grios Colle","False"
"2232","2390_01","Earth","","G/385/P","TRAPPIST-1e",24,"False",0,0,NA,59,4120,"Joelan Burrilllins","False"
"5065","5414_03","Earth","False","F/1112/P","TRAPPIST-1e",22,"False",0,824,0,0,411,"Chelsa Buckentry","False"
"7058","7510_01","Mars","False","F/1435/S","55 Cancri e",18,"False",1092,0,208,150,0,"Pars Horte","False"
"3027","3279_03","Europa","True","C/123/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Antinon Whifounrew","True"
"1371","1443_01","Earth","True","G/225/P","TRAPPIST-1e",16,"False",0,0,0,0,0,"Anda Jimes","True"
"5916","6273_02","Mars","False","D/196/P","TRAPPIST-1e",32,"False",2031,0,28,519,0,"Basps Fisty","False"
"6981","7419_01","Earth","False","G/1197/P","",39,"False",1,875,0,6,0,"Race Bardson","True"
"951","1011_02","Earth","True","G/148/P","TRAPPIST-1e",58,"False",0,0,0,0,0,"Kaye Prinson","False"
"5171","5522_01","Earth","False","E/358/S","55 Cancri e",42,"False",31,0,0,635,0,"Carold Hinglendez","True"
"5303","5661_02","Earth","True","G/905/P","55 Cancri e",31,"False",0,0,0,0,0,"Vane Ellahan","False"
"2317","2498_01","Earth","False","E/176/S","TRAPPIST-1e",14,"False",148,0,34,808,0,"Dorice Kellson","False"
"8275","8835_01","Earth","True","G/1425/S","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Shalle Bartines","False"
"4234","4505_02","Europa","False","C/165/S","TRAPPIST-1e",40,"False",2,76,0,201,NA,"Dabik Wirdley","False"
"3986","4254_02","Europa","True","B/136/P","TRAPPIST-1e",25,"False",0,0,0,0,0,"Gomeron Idercaling","True"
"6109","6449_01","Mars","False","E/430/S","TRAPPIST-1e",18,"False",0,0,0,0,0,"Gous Empie","False"
"7548","8067_01","Earth","False","F/1666/P","55 Cancri e",32,"False",1,0,NA,9,663,"Jaimez Bardson","False"
"7938","8475_01","Europa","False","B/331/S","55 Cancri e",49,"False",0,2808,1083,110,1132,"Sadares Aindlylid","False"
"4969","5301_02","Europa","True","B/181/P","55 Cancri e",31,"False",0,0,0,0,0,"Sadares Pretive","True"
"2350","2531_01","Earth","True","G/407/P","PSO J318.5-22",25,"False",0,0,0,0,0,"Derry Danielps","True"
"3053","3296_01","Earth","False","F/624/S","55 Cancri e",44,"False",632,0,101,5,0,"Ginia Villenson","True"
"204","0221_01","Mars","False","E/13/S","55 Cancri e",21,"False",2237,0,119,0,0,"Cowhex Blan","False"
"6144","6482_01","Mars","False","F/1237/S","55 Cancri e",26,"False",414,239,681,352,0,"Chtios Letie","False"
"4089","4364_01","Earth","True","G/720/P","PSO J318.5-22",25,"False",0,0,0,0,0,"Dixiel Dawsoncis","True"
"7297","7803_02","Earth","True","G/1253/P","55 Cancri e",19,"False",0,0,0,0,0,"Nathy Tranklinay","True"
"4131","4405_01","Europa","True","C/159/S","TRAPPIST-1e",27,"False",0,0,0,0,0,"Wezna Unkepery","True"
"4141","4422_02","Europa","False","B/172/S","TRAPPIST-1e",29,"False",0,6338,0,1366,89,"Ranark Dinsprody","True"
"4472","4754_01","Earth","False","E/307/S","55 Cancri e",30,"False",25,245,198,2,321,"Lorian Milton","False"
"4236","4508_01","Mars","False","F/926/P","55 Cancri e",54,"False",433,0,867,19,1,"Bants Pepie","False"
"6845","7233_01","Mars","True","E/465/P","TRAPPIST-1e",47,"False",0,0,0,0,0,"Cles Wala","False"
"1993","2130_01","Earth","False","F/421/P","PSO J318.5-22",13,"False",0,2,480,10,176,"Marine Oneiles","False"
"2335","2515_01","Europa","False","B/96/S","55 Cancri e",28,"True",2,2144,0,435,5872,"Zauri Forous","False"
"3315","3560_01","Mars","False","D/117/P","PSO J318.5-22",37,"False",3,0,800,76,0,"Weessh Chité","True"
"3731","4001_04","Earth","True","G/659/S","55 Cancri e",2,"False",0,0,0,0,0,"Carley Lowelliott","False"
"6112","6450_02","Europa","True","C/200/P","55 Cancri e",42,"False",0,0,0,0,0,"Altaira Unative","True"
"1304","1384_02","Earth","True","G/210/S","TRAPPIST-1e",6,"False",0,0,0,0,0,"Berty Mayods","False"
"8026","8589_01","Europa","False","D/267/P","55 Cancri e",26,"False",6,728,0,1273,1116,"Gacrab Gealter","False"
"4179","4461_01","Mars","True","F/838/S","TRAPPIST-1e",18,"False",0,0,0,0,0,"Annams Mellé","True"
"7713","8227_01","Earth","False","E/527/P","TRAPPIST-1e",27,"False",14,1186,460,12,9,"Leneva Headardyer","True"
"5501","5868_01","Earth","False","E/379/S","TRAPPIST-1e",62,"False",104,53,194,436,0,"Yolace Blangibson","False"
"2826","3047_02","Mars","False","E/190/P","TRAPPIST-1e",16,"False",995,0,6,48,0,"Wafros Quart","False"
"1115","1182_01","Mars","True","F/237/P","55 Cancri e",64,"False",0,0,0,0,0,"Mits Pota","True"
"8422","8996_01","Europa","False","D/285/P","TRAPPIST-1e",39,"False",2101,41,0,525,19,"Dabireo Nalanet","False"
"1468","1550_02","Europa","False","","55 Cancri e",53,"True",5022,2376,0,0,235,"Coxaton Supiensive","False"
"3157","3405_02","Earth","False","G/546/S","TRAPPIST-1e",11,"False",0,0,0,0,0,"Elicia Bakerson","True"
"7404","7910_01","Earth","False","F/1639/P","",30,"False",4,637,0,0,3,"Fery Rushing","False"
"271","0297_01","Earth","False","G/47/P","TRAPPIST-1e",24,"False",90,2,1324,17,0,"Ernice Gardonadox","True"
"23","0020_02","Earth","True","E/0/S","55 Cancri e",49,"False",0,0,0,0,0,"Glendy Brantuarez","False"
"809","0859_01","Earth","True","G/127/S","TRAPPIST-1e",32,"False",0,0,0,0,0,"Eleaha Lambles","True"
"1349","1424_03","Europa","False","B/47/P","TRAPPIST-1e",8,"False",0,0,0,0,0,"Elebola Sageng","True"
"7340","7853_01","","False","F/1502/S","TRAPPIST-1e",42,"False",1227,773,14,0,0,"Gran Chpie","False"
"8079","8637_02","Mars","False","F/1773/P","TRAPPIST-1e",25,"False",987,0,6221,141,0,"Varz Spien","True"
"2673","2863_01","Earth","False","G/466/P","TRAPPIST-1e",27,"False",0,2,49,0,801,"Therek Thony","False"
"1875","2000_01","Europa","False","C/76/S","55 Cancri e",28,"False",5,2676,13,0,157,"Weia Plattering","True"
"6141","6478_01","Mars","False","E/412/P","TRAPPIST-1e",29,"False",1290,0,6,1,0,"Cole Hac","False"
"1229","1304_06","Earth","False","E/82/P","PSO J318.5-22",2,"False",0,0,0,0,0,"Margia Powenoble","True"
"6510","6866_02","Europa","False","C/253/S","55 Cancri e",40,"False",6103,7570,860,13117,192,"Dscha Hetforhaft","False"
"8052","8609_01","Earth","False","E/564/S","TRAPPIST-1e",27,"False",0,0,2,994,0,"Bara Cochrisons","False"
"5633","5987_01","Earth","False","G/973/S","TRAPPIST-1e",29,"False",0,5,6,0,NA,"Searla Stannondez","True"
"161","0182_01","Europa","True","C/3/P","TRAPPIST-1e",24,"False",0,0,0,0,0,"Ksorab Disight","True"
"4705","5015_01","Europa","False","C/194/S","55 Cancri e",35,"False",54,493,12,6691,253,"Geno Lowerrudy","False"
"2842","3065_01","Europa","False","D/94/P","55 Cancri e",37,"False",0,2065,1650,356,1,"Solark Preeldy","True"
"1683","1783_01","Earth","False","G/281/S","55 Cancri e",42,"False",28,0,0,0,591,"Carma Garnettiz","False"
"8648","9227_01","Earth","True","G/1498/P","TRAPPIST-1e",7,"False",0,0,0,0,0,"Glendy Hinglendez","False"
"1269","1348_01","Europa","False","B/57/S","TRAPPIST-1e",22,"False",0,1531,0,369,2969,"Batan Balightal","False"
"4308","4592_03","Mars","True","F/862/S","",29,"False",0,0,0,0,0,"Phios Carté","True"
"5487","5855_01","Earth","","F/1209/P","TRAPPIST-1e",64,"False",0,623,1827,0,0,"Hanna Horndley","True"
"8321","8884_01","Earth","False","F/1830/P","TRAPPIST-1e",26,"False",1471,0,7,5,0,"Jenne Mckins","True"
"5719","6059_01","Earth","False","G/982/P","TRAPPIST-1e",28,"False",8,0,3949,0,9,"Andie Rices","True"
"2597","2783_02","Europa","False","D/83/P","55 Cancri e",29,"False",2,8,0,2864,155,"Gatrin Emetillove","False"
"4592","4891_02","Europa","True","B/194/S","55 Cancri e",24,"False",0,0,0,0,0,"Weion Heeroling","True"
"755","0791_01","Earth","True","G/115/P","PSO J318.5-22",24,"False",0,0,0,0,0,"Neila Mcfarmerson","False"
"3631","3903_05","Earth","False","F/804/P","TRAPPIST-1e",56,"False",967,0,0,3,0,"Tricky Doughan","False"
"7315","7830_02","Earth","True","G/1268/S","PSO J318.5-22",2,"False",0,0,0,0,0,"Gordo Belley","True"
"778","0816_01","Europa","False","E/60/S","55 Cancri e",24,"False",0,284,0,4614,438,"Giedir Asoppor","False"
"5318","5684_02","Europa","True","B/218/S","55 Cancri e",48,"False",0,0,0,0,0,"Azhah Busive","True"
"7933","8469_01","Earth","True","G/1356/S","55 Cancri e",23,"False",0,0,0,0,0,"Benja Cames","True"
"5108","5458_01","Earth","False","E/351/S","TRAPPIST-1e",24,"False",0,0,980,7,0,"Wandy Diazarez","False"
"5005","5346_01","Earth","False","E/334/P","TRAPPIST-1e",21,"False",37,0,31,696,63,"Tera Kaney","True"
"6998","7442_01","Earth","False","E/495/S","TRAPPIST-1e",43,"False",20,0,726,NA,0,"Antony Morrencis","False"
"987","1048_01","Earth","False","F/216/P","TRAPPIST-1e",20,"False",0,537,612,3,0,"Deany Mcdon","True"
"3538","3795_01","Europa","True","C/136/S","55 Cancri e",NA,"False",0,0,0,0,0,"Muonus Clinarfork","True"
"6439","6796_01","Earth","False","G/1104/P","TRAPPIST-1e",31,"False",470,0,0,182,52,"Arlen Kellyons","False"
"7374","7884_01","Mars","False","E/512/P","TRAPPIST-1e",23,"False",1610,2,465,0,0,"Grioss Cone","False"
"7948","8486_01","Earth","True","G/1360/S","TRAPPIST-1e",19,"False",0,0,0,0,0,"France Anthompson","True"
"7969","8512_01","Earth","False","F/1637/S","55 Cancri e",48,"False",0,717,0,0,10,"Verly Flyncharlan","True"
"4488","4774_02","Mars","True","F/972/P","TRAPPIST-1e",1,"False",0,0,0,0,0,"Gers Creke","True"
"2510","2693_04","Europa","True","A/22/P","55 Cancri e",NA,"False",0,0,0,0,0,"Mirfark Geousty","False"
"4707","5017_01","Mars","True","F/954/S","TRAPPIST-1e",32,"False",0,0,0,0,0,"Raptax Giba","True"
"1410","1490_01","Europa","False","D/47/P","55 Cancri e",26,"False",0,304,0,3998,NA,"Caphird Crioncery","False"
"6036","6380_03","Earth","False","F/1322/P","55 Cancri e",16,"False",2,511,0,0,1578,"Alendy Fryersonis","False"
"4873","5197_01","Earth","False","E/325/P","",20,"False",0,4,761,22,1,"Rician Fowlaney","True"
"8647","9226_01","Earth","False","F/1788/S","",22,"False",676,0,13,0,12,"Stendy Connelson","False"
"2098","2251_01","Europa","False","A/29/S","55 Cancri e",62,"False",320,1179,756,4996,85,"Yilduno Hoodjuded","False"
"6069","6414_01","Earth","False","G/1040/S","TRAPPIST-1e",31,"False",294,480,31,3,0,"Troyra Kellson","True"
"1844","1971_01","Earth","False","F/375/S","PSO J318.5-22",54,"False",3,0,56,633,0,"Megany Irwinson","False"
"3080","3319_01","Earth","False","G/541/P","TRAPPIST-1e",56,"False",0,335,532,15,26,"Line Wolfaddox","False"
"6790","7171_01","Earth","True","G/1155/P","TRAPPIST-1e",37,"False",0,0,0,0,0,"Stancy Wardendez","True"
"7983","8539_01","Earth","False","G/1372/S","TRAPPIST-1e",20,"False",59,29,27,NA,0,"Tance Simsey","False"
"2472","2649_01","Mars","False","D/79/P","TRAPPIST-1e",16,"False",46,0,1994,0,677,"Swoass Giba","False"
"7793","8318_03","Mars","False","F/1711/P","55 Cancri e",25,"False",149,0,194,731,0,"Hark Ropie","False"
"1090","1154_03","Europa","True","B/43/P","55 Cancri e",26,"False",0,0,0,0,0,"Cella Ingascomet","True"
"8016","8574_05","Mars","True","F/1653/S","55 Cancri e",29,"",0,0,0,0,0,"Eerch Welte","True"
"7116","7584_02","Europa","True","B/288/S","TRAPPIST-1e",59,"False",0,0,0,0,0,"Sterfik Swingse","True"
"4764","5085_01","Earth","False","F/970/S","TRAPPIST-1e",20,"False",0,15,455,95,0,"Alie Grahangory","True"
"5852","6192_01","Earth","False","F/1183/S","PSO J318.5-22",23,"False",0,126,403,0,21,"Arllia Nolds","True"
"8675","9257_01","","False","F/1892/P","TRAPPIST-1e",13,"False",39,0,1085,24,0,"Ties Apple","False"
"324","0360_01","Earth","False","F/67/S","TRAPPIST-1e",15,"False",358,212,33,0,112,"Elancy Staffersby","False"
"7008","7452_02","Europa","False","B/281/S","55 Cancri e",26,"False",286,3387,575,213,548,"Mirfark Sloweber","True"
"2675","2865_02","Mars","False","D/88/P","TRAPPIST-1e",53,"False",520,0,442,0,0,"Hammet Corie","True"
"5979","6331_01","Europa","True","C/237/S","55 Cancri e",21,"False",0,0,0,0,0,"Atlasym Laturive","True"
"7642","8157_02","Earth","False","F/1560/S","55 Cancri e",39,"False",1663,0,262,229,0,"Nance Morelly","False"
"1952","2088_01","Earth","False","F/409/S","55 Cancri e",38,"False",0,717,0,0,0,"Eriey Weaves","False"
"5680","6029_01","Earth","False","E/396/S","TRAPPIST-1e",25,"False",0,30,20,0,941,"Gwenda Balderts","False"
"1309","1386_01","Earth","True","G/214/P","TRAPPIST-1e",23,"False",0,0,0,0,0,"Murie Polliamposs","True"
"2804","3025_01","Earth","False","G/477/S","TRAPPIST-1e",31,"False",2,788,0,128,9,"","True"
"2739","2941_01","Earth","False","G/477/P","TRAPPIST-1e",16,"",24,0,13,717,0,"Coreee Beasleyes","False"
"6477","6831_01","Earth","True","G/1111/P","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Violan Holson","False"
"5688","6031_01","","False","F/1146/S","",52,"False",0,645,0,0,395,"Bobara Alshipson","True"
"6388","6749_01","Earth","False","G/1093/P","TRAPPIST-1e",21,"False",0,13,813,0,0,"Luzel Barrelliver","True"
"2236","2396_01","Earth","False","E/168/S","TRAPPIST-1e",46,"False",0,557,0,287,781,"Deaney Handertiz","False"
"1386","1454_01","Europa","False","D/54/S","TRAPPIST-1e",37,"False",0,13561,15,4060,72,"Canonon Righturter","False"
"4273","4549_01","Earth","False","E/298/S","TRAPPIST-1e",42,"False",0,1,0,17,1601,"Leria Woody","False"
"1470","1552_01","Earth","True","G/240/S","TRAPPIST-1e",37,"False",0,0,0,0,0,"Millie Batestonley","False"
"5178","5527_01","Earth","False","G/886/P","TRAPPIST-1e",19,"False",1,1,NA,0,1755,"Pamiea Dickman","False"
"7578","8098_02","Europa","False","B/269/P","55 Cancri e",44,"False",9,2311,0,633,1,"Quarkib Mosteraked","True"
"3811","4069_01","Earth","False","F/768/S","55 Cancri e",24,"False",0,0,2433,0,53,"Hen Chenson","True"
"5747","6092_03","Earth","False","G/991/S","TRAPPIST-1e",1,"False",0,0,0,0,0,"Carlie Singtons","True"
"2783","3001_02","Europa","False","C/101/P","55 Cancri e",33,"False",0,1001,2280,NA,29,"Dirfak Shming","True"
"1175","1240_01","Earth","False","F/238/S","TRAPPIST-1e",40,"False",889,185,0,0,28,"Nelsie Bookson","True"
"6608","6971_05","Europa","False","C/225/P","55 Cancri e",28,"False",0,4173,0,33,420,"Schird Pretive","True"
"5001","5344_01","Europa","False","C/168/P","55 Cancri e",38,"False",0,439,0,434,10074,"Sargin Prieress","False"
"8437","9011_01","Earth","False","F/1746/S","TRAPPIST-1e",45,"False",2,338,307,64,0,"Billex Anthompson","False"
"3712","3991_01","Earth","False","F/823/P","TRAPPIST-1e",44,"False",1258,3,0,1,0,"Elle Joycerton","False"
"2475","2652_01","Earth","False","F/513/S","TRAPPIST-1e",22,"False",0,0,670,0,32,"Wally Davispinoz","True"
"4676","4981_01","Earth","","F/946/S","TRAPPIST-1e",16,"False",0,769,0,0,7,"Davis Brenney","True"
"746","0784_01","Europa","True","C/33/S","55 Cancri e",28,"False",0,0,0,0,0,"Grafirk Aiming","True"
"1629","1724_01","Europa","False","A/21/S","55 Cancri e",59,"False",8,1563,0,73,31,"Hekark Diateous","True"
"7318","7831_01","Mars","False","F/1626/P","TRAPPIST-1e",16,"False",1095,0,54,0,0,"","False"
"5362","5726_01","Europa","True","B/192/P","55 Cancri e",27,"False",0,0,NA,0,0,"Bottom Dindeng","True"
"1376","1450_02","Europa","False","D/53/S","55 Cancri e",30,"False",0,138,0,5467,112,"Cella Ailled","False"
"2484","2663_01","Earth","False","F/552/P","55 Cancri e",13,"False",0,0,0,4,811,"Penne Douglasen","True"
"5174","5523_01","Earth","False","G/885/P","PSO J318.5-22",29,"False",0,0,20,0,402,"Rician Pearsalason","False"
"3252","3490_02","Europa","False","D/111/P","55 Cancri e",19,"False",0,1347,0,1756,37,"Shain Sprender","True"
"6727","7096_01","Europa","True","C/260/S","TRAPPIST-1e",29,"False",0,0,0,0,0,"Nunkib Tashal","True"
"2558","2743_01","Earth","False","F/528/S","TRAPPIST-1e",15,"False",746,0,2,0,11,"Nelle Gregordy","False"
"7240","7742_01","Mars","True","F/1477/S","TRAPPIST-1e",41,"False",0,0,0,0,0,"Wifts Nake","True"
"8475","9052_02","Earth","False","F/1752/S","55 Cancri e",33,"False",1006,0,1357,45,6,"Stendy Hestes","False"
"4681","4989_01","Earth","False","E/310/P","TRAPPIST-1e",38,"False",0,1,0,786,0,"Inette Johnshines","False"
"1924","2056_03","Earth","False","F/407/P","TRAPPIST-1e",68,"False",0,286,0,1739,13,"Elany Hanghanson","False"
"4521","4803_01","Earth","False","F/977/P","TRAPPIST-1e",55,"False",1028,18,0,0,0,"Evaned Foxter","False"
"985","1046_01","Earth","False","F/196/S","TRAPPIST-1e",16,"False",507,0,0,0,NA,"Wena Beachez","False"
"241","0257_02","Mars","True","F/49/S","TRAPPIST-1e",60,"False",0,0,0,0,0,"Squars Berte","True"
"5446","5812_05","Earth","True","G/943/S","TRAPPIST-1e",41,"False",0,0,0,0,0,"Dian Domington","True"
"6378","6744_03","Mars","False","D/212/P","55 Cancri e",16,"False",1337,0,2614,0,0,"Crick Nan","False"
"6176","6520_01","Earth","False","G/1060/S","",19,"False",0,4,0,1785,3,"Erie Horndley","False"
"4329","4611_01","Earth","True","G/754/S","TRAPPIST-1e",23,"False",0,0,0,0,0,"Ronard Hickson","True"
"5786","6128_01","Earth","True","G/992/P","TRAPPIST-1e",23,"False",0,0,0,0,0,"Samany Serry","False"
"3147","3392_04","Earth","False","G/541/S","TRAPPIST-1e",0,"False",0,0,0,0,0,"Coley Gallard","True"
"1432","1509_01","Mars","False","E/95/P","TRAPPIST-1e",32,"",1240,0,58,0,0,"Sumpix Dal","False"
"5440","5811_01","Europa","False","A/54/P","55 Cancri e",36,"False",1,4058,95,0,2109,"Haldah Fulatorly","False"
"920","0987_01","Earth","False","F/204/P","TRAPPIST-1e",16,"False",3,0,35,150,478,"Fayen Norrison","False"
"110","0113_01","Earth","False","F/23/P","TRAPPIST-1e",64,"False",0,0,804,0,0,"Idary Carvis","True"
"3262","3499_01","Earth","False","G/574/P","TRAPPIST-1e",21,"False",196,5,674,12,20,"Francy Mccarveymon","False"
"6877","7278_01","Earth","False","E/485/S","TRAPPIST-1e",17,"False",NA,188,795,0,0,"Des Bryants","True"
"6239","6599_01","Europa","True","C/245/S","TRAPPIST-1e",49,"False",0,NA,0,0,0,"Kitak Esseal","True"
"4896","5217_02","Europa","True","B/177/P","55 Cancri e",32,"False",0,0,0,0,0,"Canon Wingcoling","True"
"5225","5573_01","Earth","False","F/1154/P","55 Cancri e",18,"False",749,0,74,0,0,"Mariel Gilleranks","False"
"5628","5983_02","Mars","True","F/1233/P","TRAPPIST-1e",47,"False",0,0,0,0,0,"Allots Knike","True"
"5716","6055_02","Europa","True","C/185/P","TRAPPIST-1e",41,"False",0,0,0,0,0,"Achiram Prefule","True"
"3146","3392_03","Earth","True","G/541/S","TRAPPIST-1e",64,"False",0,0,0,0,0,"Ernard Gallard","True"
"4081","4357_01","Mars","False","D/148/P","TRAPPIST-1e",23,"False",118,0,949,206,2071,"Fles Ses","False"
"1621","1714_01","Earth","False","G/265/S","TRAPPIST-1e",5,"False",0,0,0,0,0,"Lorian Parsoney","False"
"8431","9006_01","Europa","True","B/343/S","TRAPPIST-1e",33,"",0,0,0,0,0,"Shaiam Tinganking","True"
"6338","6707_01","Earth","True","G/1091/S","TRAPPIST-1e",46,"False",0,0,0,0,0,"Scotte Thomason","True"
"1872","1996_01","Earth","False","F/381/S","TRAPPIST-1e",15,"False",12,25,197,631,0,"Sallie Fryan","False"
"5583","5946_01","Mars","False","E/387/S","TRAPPIST-1e",19,"False",300,5,642,0,0,"Tyog Mille","False"
"3635","3909_01","Europa","True","C/141/S","TRAPPIST-1e",25,"False",0,0,0,0,0,"Alcorix Scoudelle","True"
"595","0618_01","Earth","False","G/95/P","55 Cancri e",21,"False",0,0,908,49,0,"Philda Yorkland","True"
"1647","1746_01","Mars","True","F/331/S","TRAPPIST-1e",50,"False",0,0,0,0,0,"Clers Bache","True"
"1913","2052_01","Mars","False","E/151/S","TRAPPIST-1e",31,"False",162,1211,4,0,1,"Jele Balle","True"
"1123","1186_05","Earth","False","G/183/S","TRAPPIST-1e",12,"False",0,0,0,0,0,"Eriney Browlerson","False"
"2562","2748_01","Earth","False","F/529/S","55 Cancri e",29,"False",143,548,0,0,0,"Kimmie Mickersones","True"
"373","0409_01","Mars","False","F/71/S","TRAPPIST-1e",31,"False",0,0,1116,2,0,"Mats Iccle","False"
"7709","8225_01","Mars","False","","TRAPPIST-1e",15,"False",85,0,1130,0,248,"Heersh Nutty","False"
"536","0569_01","Earth","False","F/116/P","TRAPPIST-1e",23,"False",0,334,310,0,0,"Tin Merce","True"
"6424","6782_01","Earth","False","F/1300/S","PSO J318.5-22",15,"False",NA,0,533,72,0,"Samany Ments","False"
